,code,time,title,tenant_type,group,urgency1,urgency2,business,bug_type,reason
355,230616-00001395,2023-06-16 11:36:39,【雁南】标准应收 客户名称搜索报错,,E,严重,高,财务,其他,物料规格目前不支持搜索
356,230616-00001393,2023-06-16 11:00:50,【明达铝业科技（太仓）有限公司（NEW）】模具领用成功了，但是没有生成对应的生产前保养任务，导致模具无法报工----范围广，对客户影响严重！！！,,CorePaaS,致命,紧急,工模具,性能问题,消费堆积
357,230616-00001392,2023-06-16 11:00:37,【德州敏驰】采购收料单点确认入库，报出小差,,E,一般,中,采购单,代码错误,"问题原因：昨天改采购入库本位币换算时改成的bug，去掉了计算时的截取小数位，未考虑除法时存在无限不循环的情况。解决方案：除法时指定位数与四舍五入方式（8位，与数据库位数相同）"
358,230616-00001389,2023-06-16 10:58:01,【明达铝业科技（太仓）有限公司（NEW）】模具领用界面点击持续报错，加载卡顿，按钮加载不出来，目前已持续了3个小时,,CorePaaS,致命,紧急,工模具,环境运维,当前环境出现问题，现在可以出来了。会响应较慢
359,230616-00001390,2023-06-16 10:56:42,【金华电气、红风深孔、德迈】订单提交显示单据正被其他用户操作,,E,致命,紧急,订单,用户体验,CPS 响应慢，导致审核流多次重试后依然失败。前端页面会作优化，避免用户重复创建订单。
360,230616-00001391,2023-06-16 10:53:22,【YK2】【富光-不锈钢】-新建订单提示“单据正在被他人操作”,,E,致命,紧急,订单,重复发现,cps超时。领域做了适配调整，如果报错，可以跳转到订单详情页。不卡用户流程
361,230616-00001384,2023-06-16 10:28:13,【同力铝业】订单创建提交显示有其他人正在操作，无法操作，实际该单据没有人操作,,E,致命,紧急,订单,重复发现,CPS响应慢，导致审核流多次重试超时。CPS已经调整参数作了优化
362,230616-00001383,2023-06-16 10:14:15,【YK2】销售出库与应付报表对应不上-6.1-6，15所有客户,,E,致命,紧急,X,重复发现,应收报表数据未同步至clickhouse
363,230616-00001382,2023-06-16 10:03:31,【YK2】销售出库数据与应收报表对应不一致,,E,致命,高,X,其他,应收单数据未同步到clickhouse
364,230616-00001381,2023-06-16 09:50:52,【全椒蓝图铸业】设备点检计划里面的创建人字段的值突然消失不见，无人修改，麻烦查询一下什么原因导致,,CorePaaS,严重,高,设备管理,数据清理脚本,05/22 全清了所有数据，但是cps的数据没有删除。这块的具体解决方案需要再行讨论（已经列入待办跟进事项）；建议用户先删除05/22及之前的数据。
365,230616-00001379,2023-06-16 09:11:12,【安徽省富光实业股份有限公司-塑胶事业部】-收料单号：R-230615-045，在采购-报表统计-收料历史记录中搜索不到，在库存-收料单-采购收料也搜索不到,,E,致命,紧急,收料单,环境运维,创建收料记录时可能同步数据有问题，但没有看到报错日志，目前这三个租户数据已经同步到es，晚上会同步所有租户
366,230616-00001377,2023-06-16 08:50:12,【江苏梦兰集团有限公司】-物料需求计划新，运行报错,,E,致命,紧急,主生产计划,重复发现,订单导入时没有导入承诺交期
367,230615-00001375,2023-06-15 21:31:07,嘉益：生产报工检验之后，成品入库绑定框码界面没有生成对应入库任务。生产单：MO043823   生产批量号：MO043823057,,项目组,致命,紧急,生产管理,代码错误,inventory服务重试时间不对
368,230615-00001373,2023-06-15 19:03:49,【新核云-杨淑涵】,,产品组,致命,紧急,订单,设计问题,CPS编辑权限与领域没有完全打通，得后期做优化
369,230615-00001371,2023-06-15 17:50:23,鹿享家-离线返修进行补料后扫识别码物料无法扫码换料,,前端,致命,紧急,返工返修,代码错误,代码里存在未判空的情况，数据中如果有SN或者批次为空就会报错导致白屏
370,230615-00001370,2023-06-15 17:42:46,【山东丰达汽车内饰有限公司】-订单：O-230104-001，O-230105-002中部分物料实际发货数为0，修改申请发货数量时提示““更新库存任务失败，发货单是进行中状态，跳转到销库存任务-销售出库列表，无此发货单相关任务，帮忙看下什么原因呢”,,E,致命,紧急,发货单,数据清理,已修复数据，当前发货单是部分发货状态，但是现在出入库历史记录是被删除的，导致修改发货数量时查询报错
371,230615-00001369,2023-06-15 17:06:46,【德迈传动】-收料单号：R-230608-009，在库存-收料单-采购收料，按物料查看搜索不到单据，但是按单搜索可以查看到单据，帮忙看下什么问题呢？,,E,致命,紧急,收料单,数据清理,可能是数据同步问题，es数据已经同步
372,230615-00001367,2023-06-15 16:55:31,【致特森】-用户角色没有查看价格的权限，但是查看订单操作日志的时候显示单价，是否可以控制没有查看价格权限的，操作日志中也查看不到如截图所示，用户：李志强 订单号：02272305002,,产品组,致命,紧急,订单,设计问题,目前操作日志均没有做价格管控（旧版也未做价格管控）需要转需求做优化
373,230615-00001361,2023-06-15 15:45:56,物料报错,,CorePaaS,严重,高,酷工厂,无法复现,无法复现
374,230615-00001357,2023-06-15 15:15:05,【沃涵】组织为：江苏洛钛尔科技有限公司，出入库历史单号：L-230615-011，多币种：EUR:，汇率为：7.6016，更新时间为6月1号，但是什么出入库历史中是根据7.6计算的？帮忙看下什么问题呢？,,E,致命,紧急,库存,代码错误,"问题原因：计算单位成本时，对于币种换算只保留了两位小数。解决方案：修复数据，同时币种换算时保留全部小数，在最后计算完成时对单位成本保留两位小数"
375,230615-00001355,2023-06-15 14:33:00,【航磁本地】旧的corebi报表打开报错,,Devops,一般,中,报表,其他,航磁本地有一张用旧版corebi搭的报表打开接口报错，前端资源已更新，后端代码用的0604，core_bi数据库数据已全量同步
376,230615-00001353,2023-06-15 14:10:06,【东莞市精思融精密塑胶模具制品有限公司】-退货单SR-230615-001，点击确认入库报错，如截图所述，帮忙看下什么原因嗯,,E,致命,紧急,库存,代码错误,"订单有多条退货记录情况下，操作其中一条退货记录的任务，会报错。原因：在前一天修改订单退货换货变更订单状态时写出来的bug"
377,230615-00001352,2023-06-15 14:00:24,【艾迪精密】app自检报工填写不合格数量和检验规范后，点击确定提示天入不合格原因，当前界面没有输入不合格原因框。,,移动端,致命,紧急,生产检验,代码错误,app判断质量特性必填项有误，修改代码
378,230615-00001350,2023-06-15 12:09:26,【海德鲁】-设备维修任务：23061500001106，状态为未开始，但是为显示；开始维修的按键，帮忙看下什么问题呢，可以登录用户： 张晓刚,,CorePaaS,致命,紧急,设备管理,性能问题,duc查询部门耗时较久，对其添加缓存，避免后续影响。晚上上线
379,230615-00001346,2023-06-15 11:24:23,【明达铝业科技（太仓）有限公司（NEW）】模具保养单数据异常,,Efficiency,致命,紧急,工模具,代码错误,部门融合接口慢，有N+1查询
380,230615-00001341,2023-06-15 10:38:37,【惠州市众宏通智能卡有限公司】库存-库存任务-采购入库，收料单号：R-230613-002，采购单：PO-230613-001，点击入库提示：产品出库数大于库存数报错，但是在按物料查看中有显示此采购单的采购二次出入库记录，帮忙看下什么问题呢？,,E,致命,紧急,库存,重复发现,"问题原因：同时创建了放行单与检验单，生成了两个采购检验二次入库。解决方案：先修数据，程序后续在改"
381,230615-00001340,2023-06-15 10:11:01,【滁州金纬机械有限公司】-库存-报表统计-材料出库汇总表，材料出库汇总表报错提示：500，帮忙看下什么问题呢,,Efficiency,致命,紧急,库存,代码错误,猜测是pistol库的task_rpt_item_banlance_detail表增加了order_number字段，之前的报表sql会返回order_number，由于是多表联查，没有指定是哪张表的order_number，所以导致sql字段报ambiguous错误
382,230615-00001339,2023-06-15 10:00:32,【上海雁南汽车零部件有限公司】用户使用新版财务，在发票管理-销售发票中作废00000091销售发票，无法作废，查看表单没有工作流，麻烦查看下是哪里的问题呢,,CorePaaS,严重,紧急,财务,代码错误,【历史问题】表单已经重置，工作流恢复，三月份的时候corepass，v2接口升级，导致有一部分租户工作流没了
383,230615-00001335,2023-06-15 00:42:43,【新核云-杨淑涵】备库单加入计划不成功，工作流报错,,CorePaaS,致命,紧急,MRP,代码错误,连接器地址变更的代码发上线了，代码已回滚
384,230614-00001328,2023-06-14 17:05:57,【精雅】 C1， 生产单列表打开报错。已做筛选。 账号：15988971471  密码：661471,,项目组,致命,紧急,生产管理,代码错误,就是进行中生产单太多了，建议控制到 10000 以内吧，不然这个问题解决不了。
385,230614-00001325,2023-06-14 16:17:47,【酷工厂1048】销售订单和采购订单，列表页进度条乱码无法正常显示,,CorePaaS,严重,高,酷工厂,代码错误,V2升级导致，灰度修复，C2不进行修复了
386,230614-00001324,2023-06-14 15:59:27,"【宝应安的电子技术有限公司】，销售订单列表-按物料展示，筛选条件为：客户名称：宁波中菱机电科技有限公司，创建时间：2023-01-01至2023-06-14，每页展示500条，点击确认后查看订购总数为：96,533，再次点击筛选-点击确认后此数据更新为：266,532，帮忙看下什么问题呢？同样的筛选客户名称为：浙江华尔特机电股份有限公司，有一样的问题",,E,致命,紧急,订单,代码错误,组件bug，列表组件返回的列表数据不是最新的，每次拿到的是上一次分页条数的数据，计算错误
387,230614-00001322,2023-06-14 15:03:24,【泉盛】现场报工投料扫码  扫系统打印出来的物料标签显示不是本工序投料范围,,产品组,严重,紧急,SN管理,性能问题,"web端报工扫的物料批次码或者 SN码，是通过第三方生成二维码扫的，码里只有单纯的批次以及SN信息，app报工扫批次是从库存-物料-打印标签的，码里带得信息包含批次及物料信息"
388,230614-00001320,2023-06-14 13:55:50,【YK2】-收款单编号：00000667，明细里是5550元，在列表里就变成555元，报表里也是555元，帮忙看下什么问题呢？,,E,致命,紧急,财务,数据清理,数据已经修改，客户输入收款金额，然后联动实收金额，可能是corepaas表单公式计算的问题
389,230614-00001319,2023-06-14 13:41:42,【YK2】-原始单据号 L-230610-160，修改了价格，但是应收没有同步修改后的价格，帮忙看下什么问题呢？,,E,致命,紧急,财务,代码错误,订单核准价格为0时，重新计算标准应收单过程中把价格=0的出入库历史给过滤掉了
390,230614-00001317,2023-06-14 13:11:10,【南通金韦尔】采购单采购数与收料数不符,,E,一般,中,采购单,无法复现,无法复现问题，因为当前采购单采购物料行存的采购单位是3；1，不确定这个物料之前的单位比例是什么，目前看物料但是是1:1，也没有操作日志
391,230614-00001315,2023-06-14 12:05:39,【台翔】销售订单全部释放锁库后，库存查询-按物料查询界面锁库数量为0，但点开详情对应的序列号仍然显示有锁库数量，导致该序列号无法销售出库,,E,一般,中,SN管理,代码错误,订单物料行删除的时候，未自动释放锁库占用的库存数
392,230614-00001313,2023-06-14 11:15:13,【台翔】台翔销售出库表-规格字段取不到值,,Devops,一般,中,二次开发功能,代码错误,字段取值错误
393,230614-00001312,2023-06-14 11:07:11,【溢达】-订单号、宁波溢达-230607-00002、宁波溢达-230610-00014相关生产单已经完成，但是订单中生产状态是：计划中状态，订单状态是未开始状态，帮忙看下什么原因呢？,,E,致命,紧急,订单,数据清理,没有复现出来，目前生产状态已修复，目前订单单据状态不会 根据生产状态完成而改变
394,230614-00001307,2023-06-14 10:19:12,【溢达】-销售订单新建时提示“单据正在被其他人操作”，有提示创建成功，用户点击之后导致重复创建，需要排查是什么原因导致的报错。,,CorePaaS,致命,紧急,订单,环境运维,订单的自定义字段提交会调用workflow，审核流提交也会调用它，出现了锁竞争的情况
395,230614-00001303,2023-06-14 09:37:38,【海德鲁】-①用户：边二娜，质量巡检-质检任务-我已处理列表筛选设备号：459，为什么相同的任务单号，同一天会重复触发呢？②为什么任务：0614晚班巡检，在早上已创建成功，相关任务创建触发逻辑是什么呢？,,产品组,致命,紧急,生产管理,代码错误,任务名称在第二日凌晨的晚班任务触发时，日期更新有误，工作流已调整
396,230613-00001300,2023-06-13 17:53:39,【德州敏驰】备库单号： JC-2023061302和【安徽省富光实业股份有限公司-塑胶事业部】备库单号：WL202306013-016，备库单点击加入计划，提示成功，但是备库单单据状态未更新，且查看工作实际未触发工作流，帮忙看下什么问题呢,,CorePaaS,致命,紧急,主生产计划,性能问题,某个客户大批量的在操作业务，流量徒增了，现在工作流已经运行完成了，正常了
397,230613-00001296,2023-06-13 16:21:25,【广缆】网页报工界面录入不合格数，并且仅不合格处理方式，入库直接将报工数入库到线边仓合格数据。没有显示不合格数,,项目组,致命,紧急,二次开发功能,代码错误,不支持
398,230613-00001292,2023-06-13 15:52:33,【厦门佳松工贸有限公司】用户订单：PO20230417005有68项操作记录，但是没有操作内容，麻烦查看下是哪里的问题呢,,E,致命,紧急,订单,重复发现,订单重构迁移操作日志遗漏详细操作日志
399,230613-00001275,2023-06-13 10:49:44,【威盛】员工报工统计打开报错,,产品组,严重,高,CorePaaS,用户体验,CorePaaS表单未发布
400,230613-00001274,2023-06-13 10:38:47,【艾迪精密】创建采购订单时，物料批次自动生成流水号显示为null，（系统配置，采购批次自动生成）,,E,严重,高,采购单,代码错误,源单据信息中没有行号导致显示问题
401,230613-00001272,2023-06-13 10:29:42,【宁波海子卫浴用品有限公司】用户订单：23061301查询审批流程与现有流程不符，但是无法查看到当前订单审核流程是否有人修改过，麻烦帮忙看下谁修改过这个审核流程，什么时候修改的呢，导致订单的审核流程发生变化,,E,严重,紧急,订单,重复发现,因为这个订单是用户复制过来的，复制的原订单是旧的审核流，但是现在审核流已经变成新的了，所以目前展示有问题，这个复制问题，已经修复，晚上会发，如果用户需要展示新的审核流节点，需要重审一下，再审核
402,230613-00001269,2023-06-13 10:08:29,【新旺】-销售订单：O-230612-002，查看操作日志，用户：赵秀立，6月12日操作了重审，但是在设置-系统设置-订单设置-拓展设置中未查看到当前用户有重审权限，是否可以帮忙看下之前当前用户是否有权限呢？如果有，是哪个账号操作添加删除他的重审权限的；如果没有重审权限，那操作日志中记录的重审记录是如何操作的呢？帮忙看下吧,,CorePaaS,致命,紧急,订单,设计问题,重审没有集成权限设置，临时方案由领域在重审时单独判断权限
403,230613-00001266,2023-06-13 09:57:42,【德州敏驰汽车零部件有限公司】-销售订单退货，当本次退货数量为0 时是否可以不校验仓库库存选择，如截图所示订单号为：MC-20230519湖北，产品：ET6503-MA段，本次退货数量为0，点击确定时报错提示需要选择库位,,E,致命,紧急,订单,设计问题,"老版交互问题，物料默认仓库若有库位就会强制填写，月底优化上线，现在针对不用退货的物料随意选择一个库位即可，不影响其退货"
404,230612-00001258,2023-06-12 18:46:44,本地化部署带出Saas环境测试单据,,项目组,致命,紧急,X,环境运维,优化本地化部署业务流程，下发数据的时候，加上实施验证节点
405,230612-00001257,2023-06-12 18:36:13,【金韦尔】手机APP打开报错,,E,一般,中,订单,代码错误,版本判定验证错误，导致数据兼容出现问题
406,230630-00001848,2023-06-12 17:12:12,【新协基】做了销售发货单，但是没有库存任务，销售单号O-230517-001，物料号I05BS0150075S2531,,产品组,致命,紧急,库存,设计问题,与撤销任务，重置发货单审核流状态有关，但是无法复现
407,230612-00001253,2023-06-12 17:06:00,【尹亚伟】高级mrp计算报错,,M,严重,高,MRP,脏数据处理,数据已经修复，存在异常数据。bom父物料为：“zj-半成品”的bom异常 ，已经删除
408,230612-00001251,2023-06-12 17:00:41,东海橡塑—扫描批次号得出信息有误,,项目组,一般,中,批次管理,代码错误,客户环境可能异常
409,230612-00001250,2023-06-12 16:56:06,【东莞市正森精密零件有限公司】-生产单：M00852，点击完成按钮提示：“系统开小差”帮忙看下什么问题呢？,,M,致命,紧急,生产管理,无法复现,由于编辑生产单工序时，需要同步委外工序信息到coreplus服务，当编辑生产单调用coreplus服务由于网络波动，未能删除对应的生产单工序信息，导致报错。因此需要修复数据
410,230612-00001247,2023-06-12 15:53:51,【YKM】英凯模本地环境。领料出库撤销后的原料码，无法再次扫码进行领料出库。,,E,致命,紧急,生产管理,数据清理,代码已经发布，数据修复很麻烦，与实施沟通，重新打码解决
411,230612-00001246,2023-06-12 15:50:14,【君创】 订单收款金额录入只展示一条最新的 没有历史录入的记录；,,E,严重,高,订单,代码错误,收款记录数据分组错误
412,230612-00001242,2023-06-12 15:14:59,【YK2】生产单导出-自定义字段内容显示错误,,产品组,一般,中,生产管理,代码错误,生产单自定义字段关联表单当前不支持打印和导出，属于内测功能，未全面开放用户使用
413,230612-00001239,2023-06-12 14:52:12,四川羽佳，报废统计报表，‘报废数’、‘单价（未税）’、‘总价’三个字段导出后Excel文件中需要显示为数值格式，而非文本格式,,E,严重,高,库存,设计问题,原来报表的这三个字段类型并非数值类型，所以导出就是文本
414,230612-00001236,2023-06-12 14:38:08,浙江天德：APP上通过生产单点击销售订单系统报错，使用的是超级管理员权限,,E,严重,高,生产管理,重复发现,版本判定验证错误，导致数据兼容出现问题
415,230612-00001232,2023-06-12 14:34:41,四川村田，03020462物料已经删除旧物料编码，但是【物料结存汇总表】中该物料仍显示旧物料编码信息,,E,严重,高,库存,设计问题,规格表没有做过滤，已经删除的仍然统计进去了
416,230612-00001230,2023-06-12 14:24:20,【皖太】委外采购单发出记录与实际发出记录不符,,E,一般,中,委外管理,代码错误,库存委外备料出库多批次时，会出现部分批次被过滤问题
417,230612-00001228,2023-06-12 14:17:12,【艾迪精密】移库单扫描物料标签码后无法选择入库仓库，数量也无法带出。,,移动端,严重,高,库存,代码错误,筛选仓库类型错误，导致问题1、2出现
418,230612-00001227,2023-06-12 13:58:26,【浙江新毅嘉金属制品有限公司】-销售订单-按物料导出，显示的发货进度列，未区分订单数量和已发货数量，导致用户无法统计待发货数量，是否可以优化处理下呢,,产品组,致命,紧急,订单,设计问题,功能遗漏
419,230612-00001222,2023-06-12 10:42:46,【泰邦】高级排程，点击待排程任务。提示系统开小差,,M,致命,紧急,主生产计划,代码错误,由于某个生产单进行作废时，由于domain-planning服务资源繁忙，未能同步将对应待排产生产单ES进行作废处理，导致待排产列表中的生产单无法查询到。因此需要重新刷新待排产列表ES，同时修改代码，增加重试机制
420,230612-00001219,2023-06-12 10:31:07,【海德鲁铝业科技（太仓）有限公司】-质检任务单号 23060700015548，任务状态为：未开始，比如用户：边二娜登录在质量巡检-质检任务--查看在待我处理列表未显示此任务，帮忙看下什么原因呢？,,CorePaaS,致命,紧急,CorePaaS,并发,【并发问题】
421,230612-00001221,2023-06-12 10:30:54,鹿享家--制造总看板与产线看板数据不自动刷新,,CoreBI,致命,紧急,看板,代码错误,【历史缺陷】应该是组件定时刷新没生效导致
422,230612-00001220,2023-06-12 10:28:55,兴顺高级车间计划报错,,产品组,一般,中,主生产计划,设计问题,修改提示文案
423,230612-00001212,2023-06-12 09:08:59,【江苏梦兰集团有限公司】用户在，库存-库存任务中，有退货记录，但是实际在对应的采购单中没有退货记录，麻烦查看下是哪里的问题呢,,E,致命,紧急,采购退货,无法复现,"无法复现，看日志，这个退货记录创建后，没有撤回就直接报废与删除，撤回操作会删除库存任务，但是理论上未撤回是不能作废的。解决方案：先修复数据，后续复现在重点找一下原因"
424,230612-00001210,2023-06-12 08:55:16,【湖南省池海浮标钓具有限公司】用户反馈两个订单号：O-230612-044、O-230611-001，发货错误，想作废订单，但是现在点击订单详情进入后报错，无法查看到具体的发货记录，并无法作废发货单，麻烦查看下是哪里的问题呢,,E,致命,紧急,订单,性能问题,优化接口返回值，减小返回数据量
425,230612-00001209,2023-06-12 08:33:09,【中核】生产检验报工提示批量生产规则不能为空,,M,严重,中,生产检验,数据清理脚本,coreplus - `order_rule_config`，系统设置下的批量生成规则为空，目前无法复现为什么会导致为空，可以通过设置-系统设置-生产，保存系统配置来解决
426,230611-00001208,2023-06-11 10:28:53,【皖太】客户维护了付款条件，订单订单无法自动带出,,E,一般,中,订单,代码错误,带出客户的默认付款条件的时候需要格式化数据为正确的格式
427,230611-00001205,2023-06-11 09:49:26,【金华电气】订单操作记录日志，融合后还是看不到之前的操作记录,,E,严重,高,订单,代码错误,订单重构事迁移日志遗漏详细日志操作记录导致
428,230610-00001202,2023-06-10 18:09:16,待发货列表无法展示销售订单自定义字段,,E,一般,中,发货单,设计问题,功能缺失
429,230610-00001201,2023-06-10 17:12:17,程佳金属APP销售订单待审核页面，没有需要审核订单 一直出现消息提醒。,,E,严重,高,订单,数据清理,小红点显示是查询审核流接口，但是有的订单被废弃或者删除，列表会不存在，但是审核流还是会存在，倒是显示小红点
430,230610-00001199,2023-06-10 16:32:08,【安徽省富光实业股份有限公司-塑胶事业部】采购申请单：PR-230610-002下单采购 物料行均开启了赠品，下单采购后，采购单：P-230610-022，两单据无关联关系，采购申请单状态为未采购。如果用户单据已处理，可复现。,,E,致命,紧急,采购申请,代码错误,如果采购有赠品，会移除该物料，没有关联采购申请，不会更新采购申请状态
431,230610-00001198,2023-06-10 16:24:48,【浙江中铭工程机械有限公司】---物料提交提示服务器开小差,,E,致命,紧急,物料,代码错误,物料无法提交，提交后系统提示开小差
432,230610-00001194,2023-06-10 15:13:26,【中山市卓洋电器科技有限公司】生产单：014-HG-2305253002，计划用料：A0120001，已经备料出库无欠料，为什么会出现新的备料出库任务呢？是用户的什么操作导致的嘛？以及生产单;046-J-20220502同样的问题,,M,致命,紧急,生产管理,无法复现,无法复现，可以作废备料任务解决客户问题数据
433,230610-00001188,2023-06-10 10:58:02,【石家庄通安机械有限公司】用户发货单：I-230609-002，使用word模板，设备号，无法打印出项目号字段，但是另外一个发货单：I-230607-030，同样使用该word模板可以打印出项目号，麻烦查看下是哪里的问题呢,,E,严重,紧急,发货单,代码错误,发货单中对订单自定义字段没有正确引入和使用
434,230610-00001187,2023-06-10 10:44:28,【MRP】MRP计算失败,,M,致命,紧急,主生产计划,数据清理脚本,清理数据脚本问题
435,230610-00001185,2023-06-10 10:27:06,欣阳异常看板数据异常,,产品组,一般,中,设备管理,代码错误,需要提供下 需要修复数据的excel
436,230610-00001184,2023-06-10 09:55:07,【福建宏贯】有库粗报库存不足,,项目组,致命,紧急,集成对接,代码错误,用户维护的基础单位错误
437,230609-00001181,2023-06-09 20:53:00,欣阳设备点检编辑点检内容后无法点击完成,,CorePaaS,一般,中,CorePaaS,代码错误,代码错误，每天早上服务启动时存在工作流部分节点重复执行。导致出现了流程实例状态是异常终止，但是节点正常执行到审核节点的情况。查询单据的操作按钮时，由于流程实例状态是异常终止，所以直接返回了空集合。
438,230609-00001178,2023-06-09 16:52:58,【江苏恒立弹簧有限公司】检验报工录入的检验结果数据看不到,,M,致命,紧急,质量追溯,无法复现,"未能查询到具体问题 怀疑是客户使用老版本app造成的问题，目前线上v3、V4、以及批量接口均已测试 均未复现该问题"
439,230609-00001176,2023-06-09 16:32:38,四川越海委外采购单转出显示3种物料，实际应该显示294种物料,,E,严重,高,委外管理,重复发现,四川越海委外采购单转出显示3种物料，实际应该显示294种物料
440,230609-00001173,2023-06-09 16:05:43,【滁州正汇科技-酷工厂】-比如物料库存申请，用户反馈记不住物料编码，在搜索的时候是否可以支持物料名称和物料编码都可以搜索，如截图所示,,产品组,严重,高,酷工厂,其他,不是问题，注意需求与bug的区别。   下拉搜索框不支持两个都搜索。目前仅支持弹窗支持搜索，如弹窗确认可接受，可联系诸剑飞配置标准功能
441,230609-00001169,2023-06-09 15:53:59,【滁州正汇科技-酷工厂】-采购单创建之后有收料，但是删除了物料信息，现在想删除采购单，但是采购收货总数显示负数，帮忙看下什么问题呢，现在客户需要删除数据，无删除按钮显示比如采购单号：CG-230605-020，具体需删除单号如截图所示,,产品组,致命,紧急,酷工厂,代码错误,未配置删除节点
442,230609-00001170,2023-06-09 15:33:04,【鑫富达】线上环境，高级车间计划，生产单未派发工序，调整时间、重新派发时，无法获取生产单及工序信息，无法正常派发,,M,致命,紧急,车间计划,无法复现,"mysql和es数据不一致，未能复现该问题，处理了该生产单的数据，需要重新排产一下"
443,230609-00001166,2023-06-09 14:50:26,【江苏梦兰集团有限公司】销售生产汇总表数据统计异常,,CoreBI,致命,紧急,报表,代码错误,【bi报表漏测或未测试】
444,230609-00001165,2023-06-09 14:34:24,【物料导入失败】消息中心没有提醒报错文件与信息,,E,致命,紧急,物料,性能问题,"物料导入限制单次1w条,用户导入6000条,日志提示接口调用超时报错, 需要考虑后续导入优化，本地让用户分批导入,单次3000条物料,导入成功"
445,230609-00001163,2023-06-09 13:10:47,设备批量打印模板错误,,产品组,一般,中,设备管理,代码错误,领域业务扛不住查询，CorePaaS兼容领域，修改分页。搭建的业务，未经过测试验证
446,230609-00001162,2023-06-09 12:41:40,安固-清理业务·数据，物料计划设置全为空,,M,致命,紧急,车间计划,数据清理脚本,清理数据脚本问题
447,230609-00001159,2023-06-09 11:43:26,【玉环县正大机械】销售出库提示未找到对应的库存任务,,E,一般,中,库存,用户体验,出库任务对应请求数量较大，会导致接口超时，用户无感知，重复点击时，任务已经被出掉，才会有此提示
448,230609-00001157,2023-06-09 11:12:39,【东营市昌瑞精铸有限责任公司】-物料编号：莫来砂16-30目，在按物料查询详情中查看普通仓和线边仓都有库存，但是在按仓库查询中仅显示车间仓库存未显示普通仓库存数据，帮忙看下什么原因嗯,,E,致命,紧急,库存,数据清理,"按仓库查询物料没有同步,已重新同步,物料按仓库查询正常"
449,230609-00001156,2023-06-09 11:05:02,【倍宁智能科技(浙江)有限公司】手机app创建订单，添加物料无法编辑客户物料信息,,E,致命,紧急,订单,代码错误,订单编辑物料时，显示客户物料信息时，商品判定错误
450,230609-00001154,2023-06-09 10:54:37,骆氏升泰——出入库历史撤销提示报错,,M,一般,中,库存,代码错误,一个任务多次入库，撤销后面的入库空指针
451,230609-00001153,2023-06-09 10:35:11,【农夫】bom编辑删除子项物料不成功,,M,致命,紧急,BOM,无法复现,有脏数据，数据已处理，脏数据产生的原因还在排查
452,230609-00001150,2023-06-09 10:24:22,【宁海天雷厨卫有限公司】订单导入时，提示失败，但数据导入进去了，导入进去的数据缺没有订单编号,,CorePaaS,致命,紧急,订单,代码错误,【领域订单测试时未发现该问题么？】事务超时，增加事务
453,230609-00001148,2023-06-09 10:07:48,【朝阳机电】用户使用【朝阳订单导入】定制模块进行导入合同时，会有报错提示，但是实际订单已经导入了，可以在订单列表中进行查看到，麻烦查看下是哪里的问题呢,,E,严重,紧急,订单,代码错误,领域重构，导致订单创建接口参数没有适配原接口，openapi传参正常
454,230609-00001145,2023-06-09 09:52:30,【莱诺】用户下达订单，发现有一模一样的采购单号，都是从物料需求计划中下达的，麻烦查看下是哪里的问题呢,,E,致命,紧急,采购单,重复发现,批量采购重复请求
455,230609-00001144,2023-06-09 09:49:01,【航磁】物料导入更新问题,,Efficiency,致命,紧急,物料,代码错误,消息中心相同消费者订阅了不同的topic，导致消息丢失
456,230609-00001141,2023-06-09 09:26:57,【巨将】用户使用账号：0010的账号登录APP，任务中有待审核的订单，提示您有待审核的订单，并且有小红点展示，但是进入待我处理中，无任何订单显示，麻烦查看下是哪里的问题呢,,E,一般,紧急,订单,代码错误,订单审核流迁移时把删除的订单也迁移过去，导致查询有小红点
457,230608-00001136,2023-06-08 22:48:41,订单重构导致openapiv2创建订单交期错误,,项目组,严重,高,集成对接,代码错误,创建订单接口中表体中的交期字段没有判空和校验是否大于0，导致格式转换后表体字段为1970-01-01或者不合法的数据；然后领域接口取消掉了是否为多交期的判断，导致领域会直接比较表头和表体的交期数据来判断是否多交期，而不会再取openapi比较的结果。不合法的数据会报错，订单创建失败；1970-01-01的数据会直接作为表头交期
458,230608-00001134,2023-06-08 20:08:26,【川洋精密】订单app筛选客户无效,,E,一般,中,订单,代码错误,参数错误，未携带搜索参数
459,230608-00001128,2023-06-08 15:40:00,【上海宏图千页】新核云接口显示同步成功，金蝶数据未同步,,Efficiency,一般,中,二次开发功能,其他,销售订单重构，影响openapi接口已调整
460,230608-00001123,2023-06-08 15:22:11,【尹亚伟】订单审核流程，设置驳回为可驳回至任意节点，但点击驳回时只让填写驳回内容无法选择节点，且点击提交驳回内容报没有选择驳回节点,,产品组,致命,高,订单,设计问题,领域未对接驳回任意节点，不支持该操作。如果需要该功能，找领域产品沟通
461,230608-00001120,2023-06-08 15:04:24,【YKM】来料检验不合格品，无论检验之后是否放托，都无法正常进行采购退货出库任务,,移动端,致命,紧急,采购退货,代码错误,"1、无法出库问题：出库任务实际无合格、次品类型验证，增加验证好导致任务被过滤；2、实际重量问题：扫托码才会显示实际重量，你扫的轴码"
